,name,community
1018,1018,汉阳区 江腾苑-A1区
1019,1019,洪山区 金地中心城
1020,1020,武昌区 城南新居
1021,1021,武昌区 武太闸经济适用房39-40号楼
1022,1022,青山区 南洋金谷
1023,1023,黄陂区 百合佳园
1024,1024,江岸区 丹水嘉苑
1025,1025,~口区 宝丰三村
1026,1026,~口区 天顺园九组团
1027,1027,江夏区 金地花园小区
1028,1028,青山区 新奥・依江畔园-10号楼
1029,1029,洪山区 鹏程国际
1030,1030,洪山区 清江山水
1031,1031,洪山区 鹏程蕙园
1032,1032,汉阳区 和平新村-53号楼
1033,1033,武昌区 北环路小区
1034,1034,洪山区 城开东沙花园-南区
1035,1035,洪山区 欧洲花园
1036,1036,洪山区 珞南街街道口社区
1037,1037,青山区 现代花园
1038,1038,洪山区 葛洲坝世纪花园-1期
1039,1039,~口区 地质村-29号楼
1040,1040,江汉区 航空村-130号楼
1041,1041,汉阳区 五里汉城
1042,1042,汉阳区 观澜高尔夫公馆-10号楼
1043,1043,江汉区 水仙里社区-13栋
1044,1044,洪山区 和盛世家(梨园侧路)
1045,1045,东西湖区 凯旋名居
1046,1046,江岸区 新地・东方华府-4栋
1047,1047,汉阳区 蓝江家园-C栋
1048,1048,江汉区 焕英里-6号楼
1049,1049,青山区 绿地香树花城
1050,1050,武昌区 怡景园-5号楼
1051,1051,~口区 宝康苑
1052,1052,~口区 集贤里
1053,1053,汉阳区 邵牛湾-126号楼
1054,1054,江汉区 大龙社区
1055,1055,青山区 公园家-12幢
1056,1056,~口区 民意社区
1057,1057,汉阳区 芳草苑
1058,1058,汉阳区 瑞园小区
1059,1059,~口区 盛世长丰
1060,1060,武昌区 汇东佳韵
1061,1061,~口区 崇仁小区
1062,1062,汉阳区 花前树下-7号楼
1063,1063,江岸区 融科天城
1064,1064,武昌区 后补街-37号楼
1065,1065,洪山区 铁机东区
1066,1066,黄陂区 恒大龙城
1067,1067,汉阳区 倒口南村
1068,1068,武昌区 建设新村-190号楼
1069,1069,武昌区 新宇佳苑-2号楼
1070,1070,江岸区 尚德里-9号楼
1071,1071,武昌区 黄鹤楼小区
1072,1072,武昌区 八一路铁路小区
1073,1073,武昌区 法苑小区
1074,1074,~口区 利北社区
1075,1075,青山区 八大家花园43街坊-20栋
1076,1076,汉阳区 华润中央公园-二期
1077,1077,青山区 101街坊物业小区
1078,1078,江汉区 香缇美景
1079,1079,洪山区 左岭新城第一社区
1080,1080,东西湖区 革新小区
1081,1081,武昌区 武昌区粮道街道中医社区
1082,1082,汉阳区 汉阳1889
1083,1083,江岸区 汉口新城公园世家
1084,1084,东西湖区 金山小区
1085,1085,洪山区 毛坦港湾A区-10栋
1086,1086,洪山区 阳光在线-22栋
1087,1087,武昌区 中南电力设计院第二生活区
1088,1088,江岸区 西马名仕-7号楼
1089,1089,青山区 美地家园
1090,1090,青山区 临江社区
1091,1091,~口区 华生・汉口城市广场-北区
1092,1092,武昌区 金沙苑
1093,1093,汉南区 幸福家园(兴城大道)
1094,1094,江汉区 精武路37号楼
1095,1095,东西湖区 立方时空
1096,1096,江岸区 方舟花园
1097,1097,江岸区 城开天兴花园
1098,1098,洪山区 东湖景园-B区
1099,1099,~口区 汇丰企业总部-6栋
1100,1100,洪山区 阳光社区
1101,1101,青山区 虹蔚社区-6幢
1102,1102,江汉区 福星惠誉・福星城-北区
1103,1103,江汉区 工人新村
1104,1104,汉阳区 鹦鹉花园
1105,1105,江岸区 华港苑
1106,1106,江汉区 前进一里-13号楼
1107,1107,not sure
1108,1108,武昌区 合汇佳苑
1109,1109,汉阳区 汉博佳园
1110,1110,江汉区 富康花园-4幢
1111,1111,~口区 武汉市汉正街华贸商城-1号楼
1112,1112,青山区 石化一生活区-1号楼
1113,1113,洪山区 徐东村小区
1114,1114,汉阳区 佳兆业滨江壹号
1115,1115,汉阳区 玫瑰园西村
1116,1116,汉阳区 陶馨园
1117,1117,洪山区 融海杰座
1118,1118,洪山区 城投瀚城摩卡公馆
1119,1119,武昌区 中泰花园
1120,1120,东西湖区 将军家苑
1121,1121,武昌区 胭脂庭院
1122,1122,洪山区 华城新都
1123,1123,江岸区 伟英里-11号楼
1124,1124,武昌区 楚天都市雅园
1125,1125,洪山区 东方雅园-三期
1126,1126,江岸区 融科天城
1127,1127,江夏区 平安光谷春天-1栋
1128,1128,汉阳区 龙阳1号
1129,1129,汉阳区 水仙里57附-3号楼
1130,1130,江岸区 雅致社区
1131,1131,汉阳区 翠微福苑
1132,1132,青山区 钢花村街118社区
1133,1133,江岸区 石桥花园-1期
1134,1134,青山区 钢都花园123街坊-1栋
1135,1135,汉阳区 华发未来荟
1136,1136,江岸区 宝润里-1号楼
1137,1137,江岸区 文卉苑
1138,1138,武昌区 涂家沟
1139,1139,洪山区 洪福家园
1140,1140,洪山区 北港教师小区
1141,1141,武昌区 张家湾小区-54栋
1142,1142,武昌区 安居苑小区
1143,1143,江岸区 统建新干线
1144,1144,江汉区 雅典居-B座号楼
1145,1145,~口区 融侨锦江
1146,1146,武昌区 花堤街社区-2栋
1147,1147,东西湖区 南山家园
1148,1148,汉阳区 万科汉阳国际-A区
1149,1149,汉阳区 芳卉园-29栋
1150,1150,洪山区 紫菘・枫林上城
1151,1151,青山区 58街坊
1152,1152,青山区 新奥・依江畔园-10号楼
1153,1153,武昌区 宁馨苑
1154,1154,青山区 八大家花园43街坊-20栋
1155,1155,武昌区 梅花苑-1栋
1156,1156,武昌区 武车五村小区
1157,1157,江汉区 福星惠誉・福星城-15栋
1158,1158,洪山区 保利花园
1159,1159,洪山区 福星惠誉东湖城-2期
1160,1160,武昌区 民主路二村-14号楼
1161,1161,江岸区 星悦城-二期
1162,1162,洪山区 东湖庭园
1163,1163,江岸区 武汉武汉江岸区
1164,1164,江汉区 复兴新村小区
1165,1165,武昌区 北港佳和云居-11号楼
1166,1166,~口区 长华公寓
1167,1167,江汉区 仁厚里-43号楼
1168,1168,江夏区 世纪花园6楼
1169,1169,江汉区 福星惠誉・福星城-19栋
1170,1170,洪山区 观庭・金色世家-A区
1171,1171,东西湖区 金山小区
1172,1172,洪山区 鑫宇花园
1173,1173,洪山区 南望山庄
1174,1174,东湖 玉龙岛花园
1175,1175,青山区 翠园社区-6栋
1176,1176,武昌区 沈家湾花园小区
1177,1177,洪山区 光谷青年城
1178,1178,青山区 虹蔚社区-6幢
1179,1179,洪山区 武汉大学珞桂小区
1180,1180,江岸区 百合苑
1181,1181,武昌区 楚天都市花园-D座
1182,1182,武昌区 肖山矶20号楼
1183,1183,汉阳区 名流公馆
1184,1184,汉阳区 鹦鹉花园
1185,1185,~口区 天顺园六组团
1186,1186,江汉区 逸安公寓
1187,1187,汉阳区 玫瑰园西村-132号楼
1188,1188,江岸区 幸源・雅城
1189,1189,~口区 正康花园-1栋
1190,1190,~口区 紫润明园
1191,1191,江岸区 融科天城-1期
1192,1192,武昌区 南湖花园温馨苑(瑞安街)
1193,1193,武昌区 奥山・创意街区-3栋
1194,1194,汉阳区 海伦春天-四期
1195,1195,江岸区 福星惠誉榜YOUNG小区
1196,1196,洪山区 华中师范大学西区学生宿舍-2号
1197,1197,~口区 赛达国际
1198,1198,汉阳区 观澜国际
1199,1199,汉阳区 金地澜菲溪岸
1200,1200,青山区 钢都花园-124街坊
1201,1201,武昌区 万福林
1202,1202,~口区 盛世长丰
1203,1203,江岸区 声直大厦-A座
1204,1204,江岸区 黄埔佳苑
1205,1205,武昌区 丁字桥向阳佳苑-A区
1206,1206,武昌区 湖北中医药大学-7号楼
1207,1207,江岸区 先锋里-2号楼
1208,1208,洪山区 东亭新嘉源
1209,1209,~口区 桂苑西村
1210,1210,汉阳区 邵牛湾-126号楼
1211,1211,~口区 古田社区
1212,1212,~口区 汉水三村小区
1213,1213,江岸区 方舟花园
1214,1214,洪山区 阳光社区
1215,1215,武昌区 秦园居
1216,1216,江岸区 丹水国际-1号楼
1217,1217,汉阳区 七里新村
1218,1218,~口区 时代天骄
1219,1219,洪山区 鸿桂苑-北区
1220,1220,武昌区 百瑞景中央生活区东二区西区-10栋
1221,1221,洪山区 徐东朗苑
1222,1222,武昌区 中泰花园
1223,1223,汉阳区 龙江庭院C小区-12栋
1224,1224,青山区 红钢城五街坊
1225,1225,江汉区 福星华府
1226,1226,江岸区 模范新村-36号楼
1227,1227,洪山区 政院小区
1228,1228,青山区 三弓路社区武冶小区
1229,1229,洪山区 徐东馨苑
1230,1230,青山区 58街坊
1231,1231,武昌区 红旗欣居-D区
1232,1232,江汉区 金色雅园
1233,1233,江岸区 文卉苑
1234,1234,洪山区 金地・中心城-西区
1235,1235,江岸区 花桥二村社区
1236,1236,~口区 金地悦江时代-1号楼
1237,1237,汉阳区 华发未来荟
1238,1238,汉阳区 荷塘月色
1239,1239,~口区 时代天骄
1240,1240,汉阳区 名流公馆-NK4区
1241,1241,江岸区 跃进家园-A区
1242,1242,江岸区 华森佳园
1243,1243,武昌区 梅花苑-1栋
1244,1244,新洲区 文化里-8号楼
1245,1245,~口区 团结佳兴园
1246,1246,江岸区 模范新村-61号楼
1247,1247,武昌区 鼓架坡小区
1248,1248,东西湖区 吴家山田园里
1249,1249,汉阳区 米粮新家园-14栋
1250,1250,江夏区 天祥尚府
1251,1251,江岸区 雅致社区
1252,1252,青山区 江南春城-17栋
1253,1253,洪山区 蓝晶绿洲
1254,1254,洪山区 鹏程蕙园
1255,1255,武昌区 西厂口社区
1256,1256,江岸区 东勤佳苑
1257,1257,武昌区 烽火・尚品虹城-4栋
1258,1258,汉阳区 汉沙社区
1259,1259,江岸区 星悦城三期-5栋
1260,1260,武昌区 丁字桥向阳佳苑-B区
1261,1261,武昌区 戈甲营社区鸿华花园小区
1262,1262,江岸区 百合苑
1263,1263,武昌区 华润置地橡树湾二期-B5栋
1264,1264,江岸区 安居苑
1265,1265,江汉区 天润・北湖假日花园-5栋
1266,1266,~口区 顺天泰-2号楼
1267,1267,洪山区 九峰街・景源里社区
1268,1268,汉阳区 王家湾顶绣广场
1269,1269,武昌区 世纪彩城
1270,1270,~口区 吃酶
1271,1271,青山区 冶建花园
1272,1272,洪山区 鑫园(祥丰路)
1273,1273,新洲区 红旗广场-2栋
1274,1274,汉阳区 世纪龙城
1275,1275,汉阳区 观澜国际-6号楼
1276,1276,江汉区 红光里-4号楼
1277,1277,洪山区 东湖庭园
1278,1278,江岸区 尚德里
1279,1279,洪山区 北港教师小区
1280,1280,江汉区 万松园雪松路小区
1281,1281,武昌区 雄楚春天
1282,1282,~口区 广电兰亭荣荟
1283,1283,~口区 云鹤小区
1284,1284,汉阳区 十里景秀-14栋
1285,1285,汉阳区 世茂锦绣长江4期-10A栋
1286,1286,~口区 赛达国际
1287,1287,汉阳区 博大星光国际
1288,1288,江岸区 西马名仕-7号楼
1289,1289,江汉区 航空社区
1290,1290,江汉区 燕马小区
1291,1291,东西湖区 沿海丽水佳园
1292,1292,汉阳区 锦绣雅苑
1293,1293,江汉区 天嘉园
1294,1294,江汉区 姑嫂树路32号楼
1295,1295,江岸区 台北沁园-1栋
1296,1296,江岸区 育才一村-102号楼
1297,1297,江岸区 幸福人家
1298,1298,武昌区 友谊国际1期6栋
1299,1299,武昌区 欧景苑五期-B栋
1300,1300,~口区 华润・翡翠城-一期
1301,1301,武昌区 水岸国际・SOHO公寓
1302,1302,武昌区 南湖新村
1303,1303,汉阳区 江景园
1304,1304,~口区 玉带三村
1305,1305,洪山区 花城家园-桂园
1306,1306,洪山区 鹿鸣苑
1307,1307,洪山区 花山街道碧桂园社区
1308,1308,青山区 钢花117社区-一冶116片
1309,1309,~口区 桂苑西村
1310,1310,江岸区 中森华国际城
1311,1311,江岸区 台北沁园-1栋
1312,1312,江汉区 航空村-130号楼
1313,1313,黄陂区 恒大名都
1314,1314,武昌区 佳馨花园-4栋
1315,1315,青山区 冶金105街坊物业小区
1316,1316,汉阳区 南静苑小区
1317,1317,武昌区 嘉园大厦-12栋
1318,1318,~口区 全新社区-E栋楼
1319,1319,武昌区 锦绣中北
1320,1320,江岸区 同鑫花园
1321,1321,~口区 锦荣花园
1322,1322,洪山区 红霞雅苑
1323,1323,~口区 金地悦江时代-1号楼
1324,1324,江汉区 天润・北湖假日花园-5栋
1325,1325,江岸区 东勤佳苑
1326,1326,青山区 冶建花园
1327,1327,洪山区 金地自在城K3-4栋
1328,1328,江岸区 怡美广场
1329,1329,江汉区 万松园雪松路小区
1330,1330,青山区 钢花117社区-一冶116片
1331,1331,~口区 古雅社区
1332,1332,新洲区 港堪湾-1号楼
1333,1333,~口区 江山如画5期-7栋
1334,1334,蔡甸区 海伦小镇
1335,1335,青山区 钢花117社区-一冶116片
1336,1336,青山区 钢都花园-127街坊
1337,1337,江岸区 江汉北村-18号楼
1338,1338,汉阳区 御水华城
1339,1339,东西湖区 将军家苑
1340,1340,~口区 凌云花园
1341,1341,江岸区 光华社区-2栋
1342,1342,汉阳区 赏新园
1343,1343,洪山区 左岭新城第一社区
1344,1344,江汉区 民航小区
1345,1345,武昌区 奥山创意街区-1号楼
1346,1346,汉阳区 汉商银座购物中心-C栋
1347,1347,江汉区 景江华庭-C栋
1348,1348,江汉区 都会轩-1座
1349,1349,洪山区 保利时代北区-3栋
1350,1350,江岸区 常阳・永清城-3栋
1351,1351,青山区 八大家花园43街坊-20栋
1352,1352,江汉区 中城悦城
1353,1353,汉阳区 新长江・香榭琴台墨园
1354,1354,~口区 全新社区-E栋楼
1355,1355,~口区 蓝光林肯公园
1356,1356,武昌区 景虹花园
1357,1357,江岸区 统建大江园-南苑
1358,1358,洪山区 毛坦港湾A区-10栋
1359,1359,武昌区 中力名居-3栋
1360,1360,江岸区 田园小区
1361,1361,汉阳区 洲头二村-127号楼
1362,1362,汉阳区 邵牛湾-126号楼
1363,1363,汉阳区 邵牛湾-126号楼
1364,1364,青山区 招商一江Z城
1365,1365,洪山区 洪山区哈乐城-a1栋
1366,1366,武昌区 水陆小区
1367,1367,洪山区 武南新村
1368,1368,江汉区 济生新村-22号楼
1369,1369,汉阳区 金地澜菲溪岸
1370,1370,江夏区 当代国际花园-C座
1371,1371,青山区 106街坊小区
1372,1372,江岸区 温馨苑-AB区
1373,1373,汉阳区 碧水晴天
1374,1374,洪山区 欢乐星城-3栋
1375,1375,武昌区 南湖都市桃源
1376,1376,汉阳区 邵牛湾-126号楼
1377,1377,汉阳区 玫瑰园西村-132号楼
1378,1378,江岸区 阳春阁社区
1379,1379,江岸区 长青广场
1380,1380,武昌区 友谊国际1期6栋
1381,1381,汉阳区 水岸人家小区-1号楼
1382,1382,江岸区 江岸君安花园-7号楼
1383,1383,江汉区 精武路37号楼
1384,1384,江岸区 紫御公馆
1385,1385,新洲区 向阳村湾-8号楼
1386,1386,青山区 新奥・依江畔园-10号楼
1387,1387,武昌区 东亭小区
1388,1388,武昌区 水域天际-1栋
1389,1389,not sure
1390,1390,武昌区 汇文新都
1391,1391,江岸区 石桥花园-1期
1392,1392,洪山区 红旗欣居-C区
1393,1393,青山区 青宜居
1394,1394,武昌区 华润置地橡树湾二期-B5栋
1395,1395,江岸区 兴业国际
1396,1396,~口区 同馨花园
1397,1397,江汉区 天润・北湖假日花园-5栋
1398,1398,青山区 现代花园-B区
1399,1399,武昌区 百瑞景中央花园街
1400,1400,江岸区 竹叶苑
1401,1401,江岸区 武汉武汉江岸区
1402,1402,汉阳区 福星惠誉福园
1403,1403,江岸区 惠康居
1404,1404,东西湖区 沿海丽水佳园
1405,1405,蔡甸区 升官渡社区
1406,1406,青山区 武汉恒大御府
1407,1407,~口区 桥北社区
1408,1408,江汉区 都会轩-1座
1409,1409,~口区 云鹤小区
1410,1410,武昌区 丰收小区
1411,1411,汉阳区 汉阳惠民苑
1412,1412,武昌区 首义新村
1413,1413,~口区 紫润明园
1414,1414,汉阳区 汉阳城
1415,1415,江汉区 邮政小区
1416,1416,武昌区 徐东小区
1417,1417,江汉区 九通汽车工业园北门-9号楼
1418,1418,洪山区 爱家国际华城
1419,1419,武昌区 欧景苑五期-B栋
1420,1420,~口区 融侨锦江
1421,1421,江汉区 华苑小区
1422,1422,东西湖区 心斋桥
1423,1423,汉阳区 赛博思黄金口岸
1424,1424,~口区 天宇盛世滨江
1425,1425,洪山区 东方雅园-三期
1426,1426,江岸区 同福社区
1427,1427,江岸区 融科天城
1428,1428,青山区 现代花园-A区
1429,1429,江岸区 万锦江城15
1430,1430,江岸区 育才三村
1431,1431,~口区 名仕阁-1栋
1432,1432,汉阳区 梅家巷-15号楼
1433,1433,汉阳区 名流公馆
1434,1434,~口区 宝康苑
1435,1435,洪山区 东湖庭园
1436,1436,汉阳区 琴断岭-171号楼
1437,1437,not sure
1438,1438,武昌区 北环路小区
1439,1439,武昌区 楚天都市花园-D座
1440,1440,蔡甸区 海伦小镇
1441,1441,武昌区 西厂口社区
1442,1442,江岸区 幸福湾星润
1443,1443,汉阳区 江欣苑
1444,1444,洪山区 梨园小区
1445,1445,江汉区 永丰里小区
1446,1446,江岸区 堤角小区
1447,1447,汉阳区 朗星巷-8号楼
1448,1448,~口区 云鹤园
1449,1449,汉阳区 合汇景苑
1450,1450,~口区 天顺园六组团
1451,1451,江夏区 金地・艺境
1452,1452,江岸区 星悦城三期-5栋
1453,1453,武昌区 武汉音乐学院-家属区9栋
1454,1454,江岸区 百合苑
1455,1455,江岸区 融科天城
1456,1456,武昌区 蓝湾俊园
1457,1457,江岸区 宝岛社区
1458,1458,汉阳区 汉水尚庭
1459,1459,青山区 青康居-1栋
1460,1460,东西湖区 融泰・嘉境
1461,1461,江岸区 声直大厦-A座
1462,1462,武昌区 君临天下
1463,1463,江岸区 东勤佳苑
1464,1464,~口区 华鼎・丽都国际-3栋
1465,1465,洪山区 华腾园
1466,1466,武昌区 江零社区-12栋
1467,1467,汉阳区 七里二村
1468,1468,汉阳区 桃花岛城市花园
1469,1469,~口区 丽景苑小区
1470,1470,武昌区 安顺星苑-3栋
1471,1471,汉阳区 五琴里社区
1472,1472,洪山区 百胜青城壹品
1473,1473,江汉区 人智里-43号楼
1474,1474,汉阳区 钰龙湾汇园
1475,1475,武昌区 洪山路70号-1栋
1476,1476,黄陂区 日月山水
1477,1477,江岸区 模范一村1附-1号楼
1478,1478,汉阳区 颐翠苑
1479,1479,洪山区 观庭・金色世家-A区
1480,1480,江岸区 融科天城
1481,1481,洪山区 恒大华府-北区
1482,1482,武昌区 武车七村
1483,1483,江岸区 滨江苑-二期
1484,1484,汉阳区 龙江庭院
